"Manager","ProductID","Sold"
"Man.5","Prod.1",31
"Man.5","Prod.1",35
"Man.5","Prod.1",24
"Man.5","Prod.1",28
"Man.5","Prod.1",26
"Man.5","Prod.1",23
"Man.6","Prod.1",24
"Man.6","Prod.1",30
"Man.6","Prod.1",34
"Man.6","Prod.1",15
"Man.6","Prod.1",20
"Man.6","Prod.1",25
"Man.7","Prod.1",30
"Man.7","Prod.1",26
"Man.7","Prod.1",34
"Man.7","Prod.1",28
"Man.7","Prod.1",22
"Man.7","Prod.1",22
"Man.8","Prod.1",62
"Man.8","Prod.1",61
"Man.8","Prod.1",60
"Man.8","Prod.1",57
"Man.8","Prod.1",59
"Man.8","Prod.1",55
"Man.9","Prod.1",62
"Man.9","Prod.1",48
"Man.9","Prod.1",53
"Man.9","Prod.1",53
"Man.9","Prod.1",65
"Man.9","Prod.1",50
"Man.10","Prod.1",56
"Man.10","Prod.1",52
"Man.10","Prod.1",50
"Man.10","Prod.1",54
"Man.10","Prod.1",53
"Man.10","Prod.1",52
"Man.11","Prod.1",25
"Man.11","Prod.1",32
"Man.11","Prod.1",28
"Man.11","Prod.1",27
"Man.11","Prod.1",34
"Man.11","Prod.1",13
"Man.12","Prod.1",47
"Man.12","Prod.1",45
"Man.12","Prod.1",52
"Man.12","Prod.1",44
"Man.12","Prod.1",45
"Man.12","Prod.1",44
"Man.13","Prod.1",35
"Man.13","Prod.1",26
"Man.13","Prod.1",30
"Man.13","Prod.1",30
"Man.13","Prod.1",25
"Man.13","Prod.1",36
"Man.14","Prod.1",73
"Man.14","Prod.1",82
"Man.14","Prod.1",72
"Man.14","Prod.1",83
"Man.14","Prod.1",84
"Man.14","Prod.1",62
"Man.15","Prod.1",46
"Man.15","Prod.1",46
"Man.15","Prod.1",53
"Man.15","Prod.1",48
"Man.15","Prod.1",52
"Man.15","Prod.1",53
"Man.16","Prod.1",50
"Man.16","Prod.1",54
"Man.16","Prod.1",57
"Man.16","Prod.1",59
"Man.16","Prod.1",58
"Man.16","Prod.1",50
"Man.17","Prod.1",42
"Man.17","Prod.1",35
"Man.17","Prod.1",30
"Man.17","Prod.1",42
"Man.17","Prod.1",32
"Man.17","Prod.1",43
"Man.18","Prod.1",36
"Man.18","Prod.1",31
"Man.18","Prod.1",24
"Man.18","Prod.1",36
"Man.18","Prod.1",26
"Man.18","Prod.1",37
"Man.19","Prod.1",29
"Man.19","Prod.1",33
"Man.19","Prod.1",22
"Man.19","Prod.1",24
"Man.19","Prod.1",25
"Man.19","Prod.1",24
"Man.20","Prod.1",54
"Man.20","Prod.1",49
"Man.20","Prod.1",45
"Man.20","Prod.1",48
"Man.20","Prod.1",45
"Man.20","Prod.1",50
"Man.21","Prod.1",72
"Man.21","Prod.1",75
"Man.21","Prod.1",78
"Man.21","Prod.1",73
"Man.21","Prod.1",71
"Man.21","Prod.1",77
"Man.22","Prod.1",45
"Man.22","Prod.1",39
"Man.22","Prod.1",49
"Man.22","Prod.1",41
"Man.22","Prod.1",42
"Man.22","Prod.1",43
"Man.23","Prod.1",68
"Man.23","Prod.1",73
"Man.23","Prod.1",69
"Man.23","Prod.1",64
"Man.23","Prod.1",66
"Man.23","Prod.1",77
"Man.24","Prod.1",46
"Man.24","Prod.1",38
"Man.24","Prod.1",46
"Man.24","Prod.1",41
"Man.24","Prod.1",48
"Man.24","Prod.1",41
"Man.25","Prod.1",37
"Man.25","Prod.1",35
"Man.25","Prod.1",44
"Man.25","Prod.1",35
"Man.25","Prod.1",38
"Man.25","Prod.1",37
"Man.1","Prod.1",32
"Man.1","Prod.1",43
"Man.1","Prod.1",42
"Man.1","Prod.1",37
"Man.1","Prod.1",39
"Man.1","Prod.1",40
"Man.2","Prod.1",76
"Man.2","Prod.1",62
"Man.2","Prod.1",72
"Man.2","Prod.1",75
"Man.2","Prod.1",75
"Man.2","Prod.1",77
"Man.3","Prod.1",44
"Man.3","Prod.1",36
"Man.3","Prod.1",44
"Man.3","Prod.1",46
"Man.3","Prod.1",39
"Man.3","Prod.1",36
"Man.4","Prod.1",58
"Man.4","Prod.1",65
"Man.4","Prod.1",58
"Man.4","Prod.1",56
"Man.4","Prod.1",61
"Man.4","Prod.1",62
"Man.5","Prod.1",24
"Man.5","Prod.1",27
"Man.5","Prod.1",26
"Man.5","Prod.1",30
"Man.5","Prod.1",29
"Man.5","Prod.1",32
"Man.6","Prod.1",37
"Man.6","Prod.1",20
"Man.6","Prod.1",24
"Man.6","Prod.1",30
"Man.6","Prod.1",26
"Man.6","Prod.1",19
"Man.7","Prod.1",26
"Man.7","Prod.1",32
"Man.7","Prod.1",30
"Man.7","Prod.1",27
"Man.7","Prod.1",12
"Man.7","Prod.1",24
"Man.8","Prod.1",52
"Man.8","Prod.1",64
"Man.8","Prod.1",59
"Man.8","Prod.1",70
"Man.8","Prod.1",55
"Man.8","Prod.1",54
"Man.9","Prod.1",56
"Man.9","Prod.1",60
"Man.9","Prod.1",51
"Man.9","Prod.1",59
"Man.9","Prod.1",53
"Man.9","Prod.1",61
"Man.10","Prod.1",51
"Man.10","Prod.1",52
"Man.10","Prod.1",44
"Man.10","Prod.1",46
"Man.10","Prod.1",52
"Man.10","Prod.1",48
"Man.11","Prod.1",28
"Man.11","Prod.1",38
"Man.11","Prod.1",17
"Man.11","Prod.1",30
"Man.11","Prod.1",29
"Man.11","Prod.1",20
"Man.12","Prod.1",53
"Man.12","Prod.1",43
"Man.12","Prod.1",45
"Man.12","Prod.1",39
"Man.12","Prod.1",37
"Man.12","Prod.1",53
"Man.13","Prod.1",41
"Man.13","Prod.1",38
"Man.13","Prod.1",34
"Man.13","Prod.1",31
"Man.13","Prod.1",30
"Man.13","Prod.1",34
"Man.14","Prod.1",70
"Man.14","Prod.1",71
"Man.14","Prod.1",72
"Man.14","Prod.1",77
"Man.14","Prod.1",80
"Man.14","Prod.1",65
"Man.15","Prod.1",52
"Man.15","Prod.1",44
"Man.15","Prod.1",46
"Man.15","Prod.1",57
"Man.15","Prod.1",49
"Man.15","Prod.1",43
"Man.16","Prod.1",57
"Man.16","Prod.1",56
"Man.16","Prod.1",59
"Man.16","Prod.1",51
"Man.16","Prod.1",64
"Man.16","Prod.1",56
"Man.17","Prod.1",42
"Man.17","Prod.1",43
"Man.17","Prod.1",30
"Man.17","Prod.1",31
"Man.17","Prod.1",38
"Man.17","Prod.1",41
"Man.18","Prod.1",33
"Man.18","Prod.1",32
"Man.18","Prod.1",32
"Man.18","Prod.1",34
"Man.18","Prod.1",35
"Man.18","Prod.1",31
"Man.19","Prod.1",19
"Man.19","Prod.1",34
"Man.19","Prod.1",25
"Man.19","Prod.1",21
"Man.19","Prod.1",34
"Man.19","Prod.1",29
"Man.20","Prod.1",52
"Man.20","Prod.1",41
"Man.20","Prod.1",53
"Man.20","Prod.1",54
"Man.20","Prod.1",55
"Man.20","Prod.1",59
"Man.21","Prod.1",78
"Man.21","Prod.1",76
"Man.21","Prod.1",75
"Man.21","Prod.1",78
"Man.21","Prod.1",72
"Man.21","Prod.1",76
"Man.22","Prod.1",40
"Man.22","Prod.1",50
"Man.22","Prod.1",39
"Man.22","Prod.1",49
"Man.22","Prod.1",47
"Man.22","Prod.1",44
"Man.23","Prod.1",61
"Man.23","Prod.1",68
"Man.23","Prod.1",72
"Man.23","Prod.1",73
"Man.23","Prod.1",69
"Man.23","Prod.1",72
"Man.24","Prod.1",43
"Man.24","Prod.1",37
"Man.24","Prod.1",51
"Man.24","Prod.1",43
"Man.24","Prod.1",44
"Man.24","Prod.1",42
"Man.25","Prod.1",42
"Man.25","Prod.1",43
"Man.25","Prod.1",40
"Man.25","Prod.1",40
"Man.25","Prod.1",35
"Man.25","Prod.1",31
"Man.1","Prod.1",40
"Man.1","Prod.1",28
"Man.1","Prod.1",33
"Man.1","Prod.1",35
"Man.1","Prod.1",38
"Man.1","Prod.1",37
"Man.2","Prod.1",61
"Man.2","Prod.1",69
"Man.2","Prod.1",80
"Man.2","Prod.1",67
"Man.2","Prod.1",62
"Man.2","Prod.1",73
"Man.3","Prod.1",52
"Man.3","Prod.1",36
"Man.3","Prod.1",32
"Man.3","Prod.1",36
"Man.3","Prod.1",41
"Man.3","Prod.1",36
"Man.4","Prod.1",57
"Man.4","Prod.1",69
"Man.4","Prod.1",53
"Man.4","Prod.1",67
"Man.4","Prod.1",64
"Man.4","Prod.1",55
"Man.5","Prod.1",26
"Man.5","Prod.1",30
"Man.5","Prod.1",36
"Man.5","Prod.1",31
"Man.5","Prod.1",34
"Man.5","Prod.1",25
"Man.6","Prod.1",25
"Man.6","Prod.1",25
"Man.6","Prod.1",26
"Man.6","Prod.1",27
"Man.6","Prod.1",26
"Man.6","Prod.1",23
"Man.7","Prod.1",33
"Man.7","Prod.1",24
"Man.7","Prod.1",31
"Man.7","Prod.1",26
"Man.7","Prod.1",34
"Man.7","Prod.1",21
"Man.8","Prod.1",60
"Man.8","Prod.1",52
"Man.8","Prod.1",57
"Man.8","Prod.1",59
"Man.8","Prod.1",58
"Man.8","Prod.1",55
"Man.9","Prod.1",50
"Man.9","Prod.1",53
"Man.9","Prod.1",60
"Man.9","Prod.1",55
"Man.9","Prod.1",53
"Man.9","Prod.1",52
"Man.10","Prod.1",51
"Man.10","Prod.1",48
"Man.10","Prod.1",53
"Man.10","Prod.1",47
"Man.10","Prod.1",50
"Man.10","Prod.1",57
"Man.11","Prod.1",24
"Man.11","Prod.1",25
"Man.11","Prod.1",35
"Man.11","Prod.1",33
"Man.11","Prod.1",31
"Man.11","Prod.1",25
"Man.12","Prod.1",45
"Man.12","Prod.1",44
"Man.12","Prod.1",52
"Man.12","Prod.1",41
"Man.12","Prod.1",40
"Man.12","Prod.1",46
"Man.13","Prod.1",32
"Man.13","Prod.1",36
"Man.13","Prod.1",31
"Man.13","Prod.1",32
"Man.13","Prod.1",29
"Man.13","Prod.1",27
"Man.14","Prod.1",79
"Man.14","Prod.1",75
"Man.14","Prod.1",73
"Man.14","Prod.1",72
"Man.14","Prod.1",75
"Man.14","Prod.1",88
"Man.15","Prod.1",49
"Man.15","Prod.1",45
"Man.15","Prod.1",33
"Man.15","Prod.1",45
"Man.15","Prod.1",46
"Man.15","Prod.1",47
"Man.16","Prod.1",63
"Man.16","Prod.1",62
"Man.16","Prod.1",64
"Man.16","Prod.1",60
"Man.16","Prod.1",56
"Man.16","Prod.1",59
"Man.17","Prod.1",39
"Man.17","Prod.1",32
"Man.17","Prod.1",38
"Man.17","Prod.1",30
"Man.17","Prod.1",30
"Man.17","Prod.1",32
"Man.18","Prod.1",39
"Man.18","Prod.1",33
"Man.18","Prod.1",30
"Man.18","Prod.1",40
"Man.18","Prod.1",30
"Man.18","Prod.1",26
"Man.19","Prod.1",28
"Man.19","Prod.1",27
"Man.19","Prod.1",26
"Man.19","Prod.1",24
"Man.19","Prod.1",31
"Man.19","Prod.1",25
"Man.20","Prod.1",52
"Man.20","Prod.1",48
"Man.20","Prod.1",53
"Man.20","Prod.1",57
"Man.20","Prod.1",46
"Man.20","Prod.1",51
"Man.21","Prod.1",76
"Man.21","Prod.1",67
"Man.21","Prod.1",66
"Man.21","Prod.1",74
"Man.21","Prod.1",87
"Man.21","Prod.1",81
"Man.22","Prod.1",47
"Man.22","Prod.1",41
"Man.22","Prod.1",39
"Man.22","Prod.1",47
"Man.22","Prod.1",57
"Man.22","Prod.1",41
"Man.23","Prod.1",67
"Man.23","Prod.1",77
"Man.23","Prod.1",81
"Man.23","Prod.1",76
"Man.23","Prod.1",71
"Man.23","Prod.1",71
"Man.24","Prod.1",44
"Man.24","Prod.1",38
"Man.24","Prod.1",43
"Man.24","Prod.1",42
"Man.24","Prod.1",54
"Man.24","Prod.1",46
"Man.25","Prod.1",44
"Man.25","Prod.1",33
"Man.25","Prod.1",35
"Man.25","Prod.1",38
"Man.25","Prod.1",39
"Man.25","Prod.1",35
"Man.1","Prod.1",31
"Man.1","Prod.1",26
"Man.1","Prod.1",31
"Man.1","Prod.1",30
"Man.1","Prod.1",42
"Man.1","Prod.1",31
"Man.2","Prod.1",71
"Man.2","Prod.1",73
"Man.2","Prod.1",69
"Man.2","Prod.1",62
"Man.2","Prod.1",73
"Man.2","Prod.1",75
"Man.3","Prod.1",36
"Man.3","Prod.1",38
"Man.3","Prod.1",39
"Man.3","Prod.1",41
"Man.3","Prod.1",40
"Man.3","Prod.1",35
"Man.4","Prod.1",36
"Man.4","Prod.1",52
"Man.4","Prod.1",63
"Man.4","Prod.1",63
"Man.4","Prod.1",56
"Man.4","Prod.1",59
"Man.5","Prod.1",29
"Man.5","Prod.1",24
"Man.5","Prod.1",15
"Man.5","Prod.1",26
"Man.5","Prod.1",28
"Man.5","Prod.1",33
"Man.6","Prod.1",26
"Man.6","Prod.1",31
"Man.6","Prod.1",22
"Man.6","Prod.1",35
"Man.6","Prod.1",37
"Man.6","Prod.1",22
"Man.7","Prod.1",36
"Man.7","Prod.1",35
"Man.7","Prod.1",31
"Man.7","Prod.1",23
"Man.7","Prod.1",28
"Man.7","Prod.1",32
"Man.8","Prod.1",45
"Man.8","Prod.1",57
"Man.8","Prod.1",54
"Man.8","Prod.1",63
"Man.8","Prod.1",55
"Man.8","Prod.1",55
"Man.9","Prod.1",59
"Man.9","Prod.1",55
"Man.9","Prod.1",58
"Man.9","Prod.1",51
"Man.9","Prod.1",57
"Man.9","Prod.1",54
"Man.10","Prod.1",41
"Man.10","Prod.1",53
"Man.10","Prod.1",55
"Man.10","Prod.1",56
"Man.10","Prod.1",52
"Man.10","Prod.1",56
"Man.11","Prod.1",18
"Man.11","Prod.1",33
"Man.11","Prod.1",29
"Man.11","Prod.1",27
"Man.11","Prod.1",24
"Man.11","Prod.1",32
"Man.12","Prod.1",43
"Man.12","Prod.1",40
"Man.12","Prod.1",52
"Man.12","Prod.1",55
"Man.12","Prod.1",41
"Man.12","Prod.1",47
"Man.13","Prod.1",29
"Man.13","Prod.1",35
"Man.13","Prod.1",35
"Man.13","Prod.1",35
"Man.13","Prod.1",27
"Man.13","Prod.1",36
"Man.14","Prod.1",75
"Man.14","Prod.1",79
"Man.14","Prod.1",74
"Man.14","Prod.1",81
"Man.14","Prod.1",83
"Man.14","Prod.1",73
"Man.15","Prod.1",51
"Man.15","Prod.1",44
"Man.15","Prod.1",41
"Man.15","Prod.1",46
"Man.15","Prod.1",40
"Man.15","Prod.1",49
"Man.16","Prod.1",59
"Man.16","Prod.1",61
"Man.16","Prod.1",57
"Man.16","Prod.1",58
"Man.16","Prod.1",61
"Man.16","Prod.1",55
"Man.17","Prod.1",31
"Man.17","Prod.1",41
"Man.17","Prod.1",31
"Man.17","Prod.1",39
"Man.17","Prod.1",33
"Man.17","Prod.1",26
"Man.18","Prod.1",33
"Man.18","Prod.1",38
"Man.18","Prod.1",29
"Man.18","Prod.1",22
"Man.18","Prod.1",41
"Man.18","Prod.1",34
"Man.19","Prod.1",20
"Man.19","Prod.1",24
"Man.19","Prod.1",28
"Man.19","Prod.1",28
"Man.19","Prod.1",39
"Man.19","Prod.1",30
"Man.20","Prod.1",44
"Man.20","Prod.1",50
"Man.20","Prod.1",50
"Man.20","Prod.1",52
"Man.20","Prod.1",45
"Man.20","Prod.1",52
"Man.21","Prod.1",82
"Man.21","Prod.1",79
"Man.21","Prod.1",74
"Man.21","Prod.1",86
"Man.21","Prod.1",79
"Man.21","Prod.1",76
"Man.22","Prod.1",42
"Man.22","Prod.1",41
"Man.22","Prod.1",42
"Man.22","Prod.1",50
"Man.22","Prod.1",47
"Man.22","Prod.1",45
"Man.23","Prod.1",80
"Man.23","Prod.1",72
"Man.23","Prod.1",75
"Man.23","Prod.1",76
"Man.23","Prod.1",69
"Man.23","Prod.1",77
"Man.24","Prod.1",43
"Man.24","Prod.1",48
"Man.24","Prod.1",36
"Man.24","Prod.1",41
"Man.24","Prod.1",41
"Man.24","Prod.1",45
"Man.25","Prod.1",33
"Man.25","Prod.1",39
"Man.25","Prod.1",41
"Man.25","Prod.1",37
"Man.25","Prod.1",29
"Man.25","Prod.1",33
"Man.1","Prod.1",40
"Man.1","Prod.1",41
"Man.1","Prod.1",29
"Man.1","Prod.1",35
"Man.1","Prod.1",38
"Man.1","Prod.1",29
"Man.2","Prod.1",68
"Man.2","Prod.1",67
"Man.2","Prod.1",71
"Man.2","Prod.1",64
"Man.2","Prod.1",62
"Man.2","Prod.1",69
"Man.3","Prod.1",31
"Man.3","Prod.1",38
"Man.3","Prod.1",31
"Man.3","Prod.1",32
"Man.3","Prod.1",37
"Man.3","Prod.1",46
"Man.4","Prod.1",57
"Man.4","Prod.1",56
"Man.4","Prod.1",58
"Man.4","Prod.1",77
"Man.4","Prod.1",56
"Man.4","Prod.1",65
"Man.5","Prod.1",26
"Man.5","Prod.1",35
"Man.5","Prod.1",29
"Man.5","Prod.1",31
"Man.5","Prod.1",27
"Man.5","Prod.1",36
"Man.6","Prod.1",25
"Man.6","Prod.1",33
"Man.6","Prod.1",22
"Man.6","Prod.1",29
"Man.6","Prod.1",18
"Man.6","Prod.1",23
"Man.7","Prod.1",38
"Man.7","Prod.1",26
"Man.7","Prod.1",39
"Man.7","Prod.1",31
"Man.7","Prod.1",27
"Man.7","Prod.1",21
"Man.8","Prod.1",64
"Man.8","Prod.1",56
"Man.8","Prod.1",61
"Man.8","Prod.1",68
"Man.8","Prod.1",55
"Man.8","Prod.1",58
"Man.9","Prod.1",59
"Man.9","Prod.1",61
"Man.9","Prod.1",53
"Man.9","Prod.1",59
"Man.9","Prod.1",63
"Man.9","Prod.1",54
"Man.10","Prod.1",45
"Man.10","Prod.1",48
"Man.10","Prod.1",52
"Man.10","Prod.1",45
"Man.10","Prod.1",57
"Man.10","Prod.1",50
"Man.11","Prod.1",27
"Man.11","Prod.1",23
"Man.11","Prod.1",29
"Man.11","Prod.1",35
"Man.11","Prod.1",27
"Man.11","Prod.1",25
"Man.12","Prod.1",48
"Man.12","Prod.1",48
"Man.12","Prod.1",45
"Man.12","Prod.1",51
"Man.12","Prod.1",47
"Man.12","Prod.1",45
"Man.13","Prod.1",29
"Man.13","Prod.1",45
"Man.13","Prod.1",31
"Man.13","Prod.1",40
"Man.13","Prod.1",26
"Man.13","Prod.1",32
"Man.14","Prod.1",72
"Man.14","Prod.1",68
"Man.14","Prod.1",75
"Man.14","Prod.1",75
"Man.14","Prod.1",74
"Man.14","Prod.1",86
"Man.15","Prod.1",47
"Man.15","Prod.1",52
"Man.15","Prod.1",45
"Man.15","Prod.1",50
"Man.15","Prod.1",48
"Man.15","Prod.1",50
"Man.16","Prod.1",55
"Man.16","Prod.1",56
"Man.16","Prod.1",61
"Man.16","Prod.1",56
"Man.16","Prod.1",67
"Man.16","Prod.1",54
"Man.17","Prod.1",40
"Man.17","Prod.1",41
"Man.17","Prod.1",28
"Man.17","Prod.1",30
"Man.17","Prod.1",36
"Man.17","Prod.1",29
"Man.18","Prod.1",38
"Man.18","Prod.1",29
"Man.18","Prod.1",31
"Man.18","Prod.1",29
"Man.18","Prod.1",36
"Man.18","Prod.1",34
"Man.19","Prod.1",22
"Man.19","Prod.1",21
"Man.19","Prod.1",21
"Man.19","Prod.1",30
"Man.19","Prod.1",31
"Man.19","Prod.1",28
"Man.20","Prod.1",45
"Man.20","Prod.1",51
"Man.20","Prod.1",55
"Man.20","Prod.1",42
"Man.20","Prod.1",45
"Man.20","Prod.1",45
"Man.21","Prod.1",79
"Man.21","Prod.1",66
"Man.21","Prod.1",73
"Man.21","Prod.1",76
"Man.21","Prod.1",84
"Man.21","Prod.1",83
"Man.22","Prod.1",37
"Man.22","Prod.1",32
"Man.22","Prod.1",51
"Man.22","Prod.1",41
"Man.22","Prod.1",38
"Man.22","Prod.1",42
"Man.23","Prod.1",73
"Man.23","Prod.1",73
"Man.23","Prod.1",84
"Man.23","Prod.1",75
"Man.23","Prod.1",71
"Man.23","Prod.1",79
"Man.24","Prod.1",42
"Man.24","Prod.1",38
"Man.24","Prod.1",46
"Man.24","Prod.1",45
"Man.24","Prod.1",41
"Man.24","Prod.1",48
"Man.25","Prod.1",39
"Man.25","Prod.1",44
"Man.25","Prod.1",33
"Man.25","Prod.1",41
"Man.25","Prod.1",44
"Man.25","Prod.1",39
"Man.1","Prod.2",38
"Man.1","Prod.2",39
"Man.1","Prod.2",37
"Man.1","Prod.2",39
"Man.1","Prod.2",37
"Man.1","Prod.2",38
"Man.2","Prod.2",73
"Man.2","Prod.2",72
"Man.2","Prod.2",64
"Man.2","Prod.2",64
"Man.2","Prod.2",79
"Man.2","Prod.2",76
"Man.3","Prod.2",43
"Man.3","Prod.2",42
"Man.3","Prod.2",39
"Man.3","Prod.2",39
"Man.3","Prod.2",42
"Man.3","Prod.2",40
"Man.4","Prod.2",63
"Man.4","Prod.2",73
"Man.4","Prod.2",71
"Man.4","Prod.2",57
"Man.4","Prod.2",60
"Man.4","Prod.2",60
"Man.5","Prod.2",31
"Man.5","Prod.2",34
"Man.5","Prod.2",32
"Man.5","Prod.2",42
"Man.5","Prod.2",43
"Man.5","Prod.2",37
"Man.6","Prod.2",38
"Man.6","Prod.2",35
"Man.6","Prod.2",23
"Man.6","Prod.2",29
"Man.6","Prod.2",33
"Man.6","Prod.2",40
"Man.7","Prod.2",32
"Man.7","Prod.2",37
"Man.7","Prod.2",29
"Man.7","Prod.2",39
"Man.7","Prod.2",27
"Man.7","Prod.2",30
"Man.8","Prod.2",54
"Man.8","Prod.2",59
"Man.8","Prod.2",65
"Man.8","Prod.2",62
"Man.8","Prod.2",65
"Man.8","Prod.2",71
"Man.9","Prod.2",65
"Man.9","Prod.2",68
"Man.9","Prod.2",58
"Man.9","Prod.2",57
"Man.9","Prod.2",57
"Man.9","Prod.2",59
"Man.10","Prod.2",69
"Man.10","Prod.2",53
"Man.10","Prod.2",44
"Man.10","Prod.2",49
"Man.10","Prod.2",58
"Man.10","Prod.2",53
"Man.11","Prod.2",25
"Man.11","Prod.2",36
"Man.11","Prod.2",25
"Man.11","Prod.2",36
"Man.11","Prod.2",35
"Man.11","Prod.2",32
"Man.12","Prod.2",48
"Man.12","Prod.2",36
"Man.12","Prod.2",43
"Man.12","Prod.2",56
"Man.12","Prod.2",37
"Man.12","Prod.2",55
"Man.13","Prod.2",35
"Man.13","Prod.2",28
"Man.13","Prod.2",30
"Man.13","Prod.2",37
"Man.13","Prod.2",31
"Man.13","Prod.2",31
"Man.14","Prod.2",76
"Man.14","Prod.2",72
"Man.14","Prod.2",74
"Man.14","Prod.2",80
"Man.14","Prod.2",82
"Man.14","Prod.2",80
"Man.15","Prod.2",50
"Man.15","Prod.2",49
"Man.15","Prod.2",46
"Man.15","Prod.2",54
"Man.15","Prod.2",47
"Man.15","Prod.2",45
"Man.16","Prod.2",68
"Man.16","Prod.2",55
"Man.16","Prod.2",59
"Man.16","Prod.2",70
"Man.16","Prod.2",59
"Man.16","Prod.2",55
"Man.17","Prod.2",29
