schoolID,districtID,score_t2,score_t1,change,meals,ell,yr_rnd,mobility,acs_k3,acs_46,not_hsg,hsg,some_col,col_grad,grad_sch,avg_ed,full,emer,enroll,mealcat,collcat,lgenroll,hsg_plus
699,253,437,409,28,90,70,1,17,19,29,64,20,8,7,0,1.5900000333786,93,15,700,3,1,2.84509804001426,36
637,253,447,409,38,100,51,0,22,20,29,61,19,15,4,2,1.66999995708466,100,7,396,3,2,2.59769518592551,39
663,253,518,499,19,86,22,0,18,19,29,15,36,27,19,2,2.5699999332428,93,13,495,3,3,2.69460519893357,85
633,253,479,466,13,100,59,1,21,19,30,59,26,9,5,1,1.62999999523163,94,10,929,3,1,2.96801571399364,41
690,253,424,343,81,100,36,0,20,17,26,46,28,16,10,0,1.9099999666214,87,20,205,3,2,2.31175386105575,54
2982,259,536,465,71,93,84,0,14,21,29,0,0,0,0,0,NA,92,8,570,3,1,2.75587485567249,100
3000,259,628,554,74,75,74,0,25,20,28,0,0,50,50,0,3.5,84,16,485,2,3,2.68574173860226,100
2997,259,627,546,81,71,71,0,15,20,33,39,24,15,20,2,2.22000002861023,96,4,410,2,2,2.61278385671974,61
3005,259,596,534,62,65,46,0,20,21,29,40,42,14,3,0,1.80999994277954,100,0,224,2,1,2.35024801833416,60
2972,259,664,617,47,72,71,0,13,19,30,19,30,26,23,2,2.57999992370605,91,13,306,2,3,2.48572142648158,81
3011,259,655,620,35,56,52,0,19,21,29,24,34,32,10,0,2.26999998092651,96,4,447,2,3,2.65030752313194,76
2977,259,616,566,50,75,65,0,23,21,31,34,31,15,19,1,2.22000002861023,93,7,432,2,2,2.63548374681491,66
3013,259,538,497,41,80,82,0,19,21,31,24,42,22,7,5,2.26999998092651,91,9,544,2,2,2.73559889969818,76
3024,259,727,670,57,60,50,0,24,21,30,21,24,17,25,12,2.82999992370605,100,0,547,2,2,2.73798732633343,79
3004,259,822,787,35,8,4,0,10,19,27,0,19,19,29,33,3.75999999046326,87,13,313,1,2,2.49554433754645,100
3010,259,638,569,69,80,71,0,11,20,31,64,30,4,2,0,1.44000005722046,93,7,705,2,1,2.8481891169914,36
2460,284,581,497,84,70,26,0,14,23,25,22,29,23,21,6,2.59999990463257,63,32,182,2,2,2.26007138798507,78
2479,284,784,739,45,23,25,0,21,21,36,5,21,20,44,10,3.3199999332428,58,25,166,1,2,2.22010808804006,95
2459,284,871,840,31,14,15,0,15,21,34,1,8,13,41,36,4.01999998092651,83,13,404,1,1,2.60638136511061,99
105,294,567,535,32,62,43,0,20,20,31,19,24,32,21,4,2.67000007629395,80,25,626,2,3,2.79657433321043,81
94,294,620,592,28,51,20,0,20,19,31,10,28,40,15,7,2.78999996185303,88,12,242,2,3,2.38381536598043,90
93,294,761,726,35,15,3,0,21,20,29,1,14,30,37,19,3.59999990463257,86,14,267,1,3,2.42651126136458,99
116,294,513,508,5,82,56,0,16,NA,31,25,36,26,10,4,2.30999994277954,46,42,558,3,3,2.74663419893758,75
3236,316,912,900,12,6,7,0,22,21,30,0,0,33,0,67,4.32999992370605,97,6,611,1,3,2.78604121024255,100
3240,316,883,821,62,7,20,0,35,19,31,0,0,0,100,0,4,100,0,440,1,1,2.64345267648619,100
3241,316,844,834,10,12,14,0,21,21,26,0,0,67,33,0,3.32999992370605,100,3,381,1,3,2.58092497567562,100
3256,316,880,841,39,11,7,0,11,21,31,0,50,50,0,0,2.5,90,3,503,1,3,2.70156798505593,100
3250,316,894,881,13,4,4,0,13,20,26,0,0,0,0,0,NA,97,0,466,1,1,2.66838591669,100
3247,316,858,818,40,4,8,0,17,20,27,0,20,0,80,0,3.59999990463257,95,5,357,1,1,2.55266821611219,100
3258,316,847,817,30,7,7,0,17,20,31,0,0,0,0,0,NA,100,0,388,1,1,2.58883172559421,100
1497,395,604,529,75,100,68,1,12,20,35,48,33,13,6,1,1.77999997138977,37,53,591,3,1,2.77158748088126,52
1478,395,553,466,87,100,70,1,11,19,35,62,25,9,3,0,1.53999996185303,73,17,637,3,1,2.80413943233535,38
1474,395,657,567,90,64,19,0,25,19,32,23,46,17,14,1,2.24000000953674,90,3,403,2,2,2.60530504614111,77
1511,395,492,500,-8,89,48,0,42,18,31,32,32,24,10,2,2.19000005722046,44,47,810,3,2,2.90848501887865,68
1539,395,700,711,-11,80,51,0,11,20,34,26,27,30,13,4,2.44000005722046,83,14,295,2,3,2.46982201597816,74
1490,395,590,552,38,89,58,1,16,19,33,29,39,22,7,2,2.13000011444092,58,29,837,3,2,2.92272545799326,71
1500,395,777,752,25,37,11,0,15,20,34,4,32,23,31,10,3.10999989509583,84,9,669,1,2,2.82542611776782,96
1515,395,667,625,42,85,52,1,18,19,34,41,36,12,8,3,1.97000002861023,80,16,621,3,1,2.79309160017658,59
1512,395,769,752,17,47,20,0,17,16,25,16,11,30,30,13,3.13000011444092,95,5,467,2,3,2.66931688056611,84
1475,395,650,631,19,78,33,0,21,19,32,19,37,26,11,8,2.51999998092651,85,15,262,2,3,2.41830129131975,81
1522,395,561,427,134,100,86,1,8,20,35,44,37,14,5,0,1.80999994277954,48,31,795,3,1,2.90036712865647,56
1472,395,561,537,24,83,28,0,21,19,34,7,39,25,26,3,2.78999996185303,45,41,750,3,3,2.8750612633917,93
1516,395,597,543,54,100,71,1,15,20,34,55,26,13,5,1,1.71000003814697,68,32,590,3,1,2.77085201164214,45
1489,395,568,507,61,84,55,1,16,20,33,33,47,14,4,2,1.96000003814697,78,15,1029,3,1,3.01241537476243,67
1493,395,637,622,15,78,30,0,28,19,29,24,25,24,22,5,2.58999991416931,59,23,891,2,2,2.94987770403687,76
1606,401,588,538,50,61,1,0,20,16,26,0,10,36,48,6,3.49000000953674,73,19,285,2,3,2.45484486000851,100
1866,401,821,793,28,48,9,0,20,18,29,5,17,15,40,23,3.57999992370605,82,18,393,2,2,2.59439255037543,95
1747,401,559,511,48,100,74,0,11,17,27,53,28,12,5,2,1.75,84,8,419,3,1,2.6222140229663,47
1905,401,693,663,30,50,4,0,11,18,27,13,42,19,21,5,2.64000010490417,81,12,353,2,2,2.54777470538782,87
1699,401,542,456,86,99,53,0,10,19,30,33,33,20,15,0,2.16000008583069,67,24,414,3,2,2.6170003411209,67
2077,401,840,816,24,33,25,0,11,20,29,0,0,0,0,0,NA,100,0,276,1,1,2.44090908206522,100
1959,401,621,605,16,82,45,0,17,18,25,42,50,8,0,0,1.66999995708466,86,11,320,3,1,2.50514997831991,58
1914,401,487,489,-2,91,48,1,22,18,27,33,32,22,8,5,2.21000003814697,72,21,717,3,2,2.8555191556678,67
1685,401,686,621,65,62,21,0,10,16,26,10,40,28,19,3,2.66000008583069,85,15,278,2,3,2.44404479591808,90
1757,401,463,438,25,88,75,1,24,19,27,48,32,10,11,1,1.85000002384186,75,20,631,3,1,2.80002935924413,52
2087,401,476,430,46,90,70,1,10,18,29,28,43,14,14,1,2.1800000667572,71,25,852,3,1,2.9304395947667,72
1946,401,821,767,54,21,4,0,12,18,29,4,25,22,35,14,3.30999994277954,76,12,405,1,2,2.60745502321467,96
1821,401,412,379,33,100,77,1,8,19,29,67,21,8,4,1,1.5,62,28,1264,3,1,3.10174707394637,33
1881,401,394,382,12,99,42,1,22,17,26,29,35,23,11,3,2.23000001907349,68,24,629,3,2,2.79865064544527,71
1862,401,815,785,30,24,18,0,15,18,30,10,9,10,32,39,3.80999994277954,100,0,300,1,1,2.47712125471966,90
1932,401,694,631,63,56,24,0,24,18,30,18,36,16,25,5,2.64000010490417,81,12,361,2,2,2.55750720190566,82
1919,401,433,425,8,100,74,1,15,19,31,49,29,9,5,8,1.96000003814697,50,36,859,3,1,2.93399316383124,51
1788,401,560,504,56,72,1,0,26,17,27,3,6,52,27,13,3.39000010490417,73,19,321,2,3,2.50650503240487,97
1664,401,572,535,37,76,44,0,12,18,25,19,26,24,22,8,2.73000001907349,90,7,380,2,2,2.57978359661681,81
1885,401,605,600,5,68,31,0,15,17,24,11,19,15,52,3,3.16000008583069,81,19,277,2,2,2.44247976906445,89
1682,401,755,716,39,27,2,0,10,16,31,1,18,34,29,19,3.48000001907349,84,8,283,1,3,2.45178643552429,99
1853,401,475,415,60,95,64,0,21,20,28,32,36,18,11,2,2.14000010490417,67,29,307,3,2,2.48713837547719,68
2082,401,520,476,44,95,53,1,27,18,29,43,30,17,7,3,1.97000002861023,48,42,1036,3,2,3.01535975540921,57
1806,401,406,367,39,100,75,1,15,19,32,0,100,0,0,0,2,59,33,699,3,1,2.84447717574568,100
1997,401,471,416,55,99,46,1,15,19,33,36,27,15,13,9,2.30999994277954,64,30,743,3,2,2.87098881376058,64
1701,401,664,594,70,52,22,0,19,16,31,4,17,28,38,13,3.39000010490417,64,20,371,2,3,2.56937390961505,96
1926,401,457,399,58,91,74,1,31,20,28,45,36,11,8,1,1.8400000333786,66,23,1059,3,1,3.02489596010749,55
1633,401,584,501,83,97,61,0,15,14,25,52,43,2,3,0,1.55999994277954,86,7,244,3,1,2.38738982633873,48
1690,401,735,693,42,71,24,0,10,18,27,7,17,17,31,29,3.57999992370605,80,7,388,2,2,2.58883172559421,93
1696,401,536,508,28,77,9,0,18,19,29,7,25,28,36,4,3.04999995231628,50,35,528,2,3,2.72263392253381,93
1775,401,771,708,63,31,11,0,16,17,28,10,26,23,26,14,3.0699999332428,81,15,328,1,2,2.51587384371168,90
1673,401,483,436,47,100,76,0,12,19,31,31,33,14,16,5,2.29999995231628,59,26,492,3,1,2.69196510276736,69
1863,401,387,338,49,96,80,1,14,19,28,67,21,7,4,1,1.5,53,32,1013,3,1,3.00560944536028,33
1990,401,650,611,39,75,64,1,9,20,28,19,24,13,38,6,2.88000011444092,80,10,848,2,1,2.92839585225671,81
1752,401,467,442,25,100,70,0,16,19,28,52,32,9,6,1,1.73000001907349,77,17,621,3,1,2.79309160017658,48
1782,401,548,512,36,70,59,0,14,16,34,13,31,17,30,9,2.90000009536743,83,17,336,2,2,2.52633927738984,87
1995,401,756,717,39,17,4,0,14,19,31,5,48,10,32,6,2.84999990463257,90,10,455,1,1,2.65801139665711,95
1638,401,440,403,37,97,54,0,20,18,30,26,27,12,32,1,2.54999995231628,45,39,1149,3,1,3.06032002868829,74
1815,401,581,548,33,100,63,0,23,19,24,43,35,12,8,2,1.91999995708466,80,12,290,3,1,2.46239799789896,57
1709,401,515,487,28,96,66,0,18,19,27,9,21,18,29,24,3.38000011444092,61,21,726,3,2,2.86093662070009,91
1812,401,917,902,15,6,3,0,8,17,31,1,2,7,37,54,4.40999984741211,95,0,436,1,1,2.63948648926859,99
1742,401,657,615,42,63,23,0,22,16,30,19,19,29,29,3,2.76999998092651,63,27,403,2,3,2.60530504614111,81
1799,401,723,673,50,41,11,1,15,18,31,11,34,19,30,7,2.86999988555908,85,9,807,1,2,2.90687353472207,89
1907,401,506,482,24,79,7,0,24,17,27,46,25,16,12,1,1.96000003814697,56,38,637,2,2,2.80413943233535,54
1924,401,569,514,55,76,28,0,13,16,24,14,40,22,22,3,2.59999990463257,73,27,306,2,2,2.48572142648158,86
1781,401,466,442,24,94,13,0,16,18,29,8,31,33,25,3,2.83999991416931,73,29,715,3,3,2.85430604180108,92
1897,401,660,624,36,55,31,0,14,18,29,12,20,19,31,18,3.22000002861023,80,15,559,2,2,2.74741180788642,88
1596,401,536,456,80,95,70,1,13,20,29,28,43,19,7,2,2.11999988555908,61,24,514,3,2,2.71096311899528,72
1868,401,486,422,64,96,75,1,16,19,30,79,17,3,2,0,1.27999997138977,47,53,617,3,1,2.79028516403324,21
1909,401,453,423,30,98,53,0,13,18,29,19,36,17,25,4,2.5699999332428,61,30,570,3,2,2.75587485567249,81
1600,401,683,631,52,63,5,0,21,17,28,3,20,22,48,7,3.36999988555908,64,30,428,2,2,2.63144376901317,97
1894,401,459,426,33,99,69,1,8,19,24,46,29,13,7,4,1.94000005722046,77,25,833,3,1,2.92064500140679,54
1895,401,456,415,41,95,65,1,20,18,29,98,1,1,1,0,1.05999994277954,58,28,821,3,1,2.91434315711944,2
1889,401,612,555,57,83,20,0,19,19,27,2,48,25,15,11,2.84999990463257,81,6,259,3,3,2.41329976408125,98
1741,401,387,365,22,99,75,1,21,18,28,23,41,13,16,7,2.4300000667572,66,28,761,3,1,2.88138465677057,77
1769,401,420,407,13,98,91,1,31,19,30,49,35,10,6,1,1.75,67,23,1529,3,1,3.18440748541232,51
1941,401,495,451,44,96,41,1,21,18,29,0,100,0,0,0,2,57,30,1127,3,1,3.05192391604611,100
1744,401,552,491,61,97,86,1,10,19,28,32,30,21,16,2,2.25999999046326,69,27,1009,3,2,3.00389116623691,68
1680,401,744,737,7,31,2,0,22,16,29,1,6,21,55,16,3.77999997138977,81,11,326,1,2,2.51321760006794,99
1858,401,477,424,53,98,56,0,22,19,28,10,48,10,33,0,2.67000007629395,42,39,446,3,1,2.64933485871214,90
2074,401,474,427,47,89,64,0,28,19,27,44,30,18,5,4,1.94000005722046,75,17,450,3,2,2.65321251377534,56
1949,401,696,636,60,66,22,0,17,16,29,11,44,25,19,2,2.5699999332428,96,11,373,2,3,2.57170883180869,89
1903,401,592,489,103,100,67,0,8,18,27,42,21,19,16,3,2.1800000667572,80,10,443,3,2,2.64640372622307,58
1651,401,650,599,51,73,40,0,7,19,29,7,25,16,43,10,3.24000000953674,56,33,722,2,2,2.85853719756964,93
1723,401,369,354,15,99,83,1,16,19,31,74,18,7,1,0,1.3400000333786,60,33,1009,3,1,3.00389116623691,26
1783,401,437,377,60,99,90,1,9,19,28,71,19,5,4,1,1.44000005722046,65,31,943,3,1,2.97451169273733,29
1634,401,551,505,46,76,59,0,16,16,28,0,50,25,25,0,2.75,67,24,167,2,3,2.22271647114758,100
2088,401,429,419,10,92,78,1,15,19,26,61,23,10,4,3,1.6599999666214,62,26,768,3,1,2.88536122003151,39
1925,401,435,425,10,98,72,1,14,18,27,41,28,17,13,2,2.05999994277954,73,21,965,3,2,2.98452731334379,59
1851,401,747,735,12,47,14,0,19,18,24,7,29,28,25,10,3.01999998092651,95,5,239,2,3,2.37839790094814,93
1616,401,512,480,32,88,27,0,13,16,22,10,24,35,30,2,2.90000009536743,85,19,297,3,3,2.47275644931721,90
2092,401,474,423,51,98,65,1,14,18,28,32,32,23,6,6,2.22000002861023,52,33,587,3,2,2.76863810124761,68
1652,401,850,832,18,12,5,0,5,18,31,3,5,13,38,41,4.07999992370605,94,6,235,1,1,2.37106786227174,97
1820,401,551,504,47,83,37,1,17,19,28,29,37,15,17,3,2.27999997138977,76,17,651,3,2,2.81358098856819,71
1791,401,482,441,41,100,67,1,35,18,29,42,32,17,9,0,1.92999994754791,75,21,787,3,2,2.89597473235906,58
1677,401,534,482,52,100,49,0,22,19,25,43,41,12,3,1,1.76999998092651,67,21,259,3,1,2.41329976408125,57
1836,401,506,462,44,87,22,0,22,18,23,22,47,25,5,1,2.13000011444092,72,17,213,3,3,2.32837960343874,78
1743,401,556,508,48,86,56,0,18,18,27,46,31,2,16,4,2.01999998092651,81,14,372,3,1,2.5705429398819,54
1801,401,457,395,62,100,59,1,21,19,27,18,52,14,16,0,2.28999996185303,79,21,333,3,1,2.52244423350632,82
1678,401,497,440,57,95,66,1,18,19,30,45,36,11,8,0,1.82000005245209,67,33,1112,3,1,3.04610478724604,55
1731,401,719,684,35,79,48,0,15,19,32,7,19,28,34,13,3.25999999046326,69,23,367,2,3,2.56466606425209,93
1961,401,582,538,44,89,67,1,26,19,27,26,17,16,28,13,2.83999991416931,68,32,401,3,2,2.60314437262018,74
1900,401,486,453,33,96,84,1,19,19,26,48,27,13,11,1,1.88999998569489,69,27,739,3,1,2.86864443839483,52
1740,401,521,452,69,99,64,0,12,18,29,49,25,17,7,1,1.87000000476837,79,15,484,3,2,2.68484536164441,51
1977,401,386,358,28,96,65,1,23,19,25,40,60,0,0,0,1.60000002384186,46,42,364,3,1,2.56110138364906,60
1952,401,397,333,64,98,84,1,8,19,27,33,0,0,67,0,3,54,40,1004,3,1,3.001733712809,67
1625,401,631,604,27,65,18,0,23,18,27,13,24,31,25,6,2.85999989509583,82,15,464,2,3,2.66651798055488,87
1994,401,428,396,32,97,43,1,24,19,30,37,30,14,18,1,2.16000008583069,59,39,922,3,1,2.96473092105363,63
1978,401,894,860,34,13,1,0,22,19,26,1,21,19,43,15,3.5,93,5,615,1,2,2.78887511577542,99
1805,401,421,399,22,99,86,1,9,18,29,67,0,0,0,33,2.32999992370605,83,12,1081,3,1,3.03382569395331,33
1704,401,524,511,13,97,53,1,9,17,26,39,29,16,13,2,2.08999991416931,61,33,338,3,2,2.52891670027765,61
1597,401,532,506,26,100,74,1,7,19,29,42,26,15,15,3,2.13000011444092,75,20,1007,3,2,3.00302947055362,58
1872,401,674,634,40,72,44,0,7,17,21,58,34,5,2,1,1.52999997138977,57,36,151,2,1,2.17897694729317,42
1729,401,589,511,78,82,43,0,20,18,25,43,30,15,10,2,1.97000002861023,73,18,245,3,2,2.38916608436453,57
1612,401,437,363,74,97,71,1,25,19,29,89,11,0,0,0,1.11000001430511,51,37,704,3,1,2.84757265914211,11
1621,401,717,667,50,72,29,0,20,18,29,33,36,12,17,2,2.20000004768372,90,10,236,2,1,2.37291200297011,67
1763,401,586,539,47,80,50,0,19,19,27,39,41,12,8,1,1.89999997615814,79,24,499,2,1,2.69810054562339,61
1854,401,470,444,26,98,45,0,17,19,29,28,56,12,3,1,1.94000005722046,50,31,703,3,1,2.84695532501982,72
1611,401,474,415,59,100,73,1,12,19,31,41,35,15,7,1,1.91999995708466,65,26,738,3,2,2.86805636182304,59
1778,401,699,660,39,67,35,0,21,19,27,6,12,20,46,16,3.53999996185303,70,17,665,2,2,2.8228216453031,94
1615,401,657,625,32,75,6,0,26,18,26,4,23,25,36,12,3.28999996185303,81,22,508,2,3,2.70586371228392,96
1795,401,759,725,34,33,18,0,19,14,29,2,39,18,34,7,3.04999995231628,94,13,355,1,2,2.55022835305509,98
2080,401,493,484,9,82,67,1,20,19,28,37,33,14,13,2,2.08999991416931,65,29,1570,3,1,3.19589965240923,63
1671,401,853,812,41,37,16,0,15,18,34,2,6,11,29,53,4.25,92,8,311,1,1,2.49276038902684,98
416,473,866,836,30,1,1,0,11,22,33,0,2,18,51,30,4.07000017166138,100,3,517,1,2,2.7134905430939402,100
425,473,657,593,64,45,11,0,16,21,31,10,24,40,19,7,2.90000009536743,100,3,510,1,3,2.70757017609794,90
419,473,850,808,42,12,5,0,13,21,33,5,7,27,40,22,3.6800000667572,100,3,422,1,3,2.62531245096167,95
402,473,893,845,48,7,4,0,16,20,30,0,3,14,39,43,4.21999979019165,93,4,382,1,1,2.58206336291171,100
430,473,745,663,82,17,3,0,17,20,33,4,26,42,23,5,3,89,11,240,1,3,2.38021124171161,96
406,473,719,670,49,31,6,0,17,21,30,6,25,34,26,8,3.04999995231628,100,0,384,1,3,2.58433122436753,94
412,473,783,725,58,46,5,0,21,20,29,7,35,38,15,5,2.76999998092651,100,4,333,1,3,2.52244423350632,93
413,473,615,523,92,75,36,0,17,22,29,0,0,0,0,0,NA,91,15,419,2,1,2.6222140229663,100
3070,491,479,443,36,91,82,0,14,20,28,55,21,16,6,2,1.78999996185303,94,6,396,3,2,2.59769518592551,45
3072,491,763,769,-6,15,19,0,18,19,NA,7,18,36,27,11,3.17000007629395,100,0,187,1,3,2.2718416065365,93
3060,491,669,670,-1,48,40,0,19,18,28,20,17,33,20,10,2.82999992370605,91,13,235,2,3,2.37106786227174,80
3051,491,892,882,10,3,1,0,20,19,30,0,4,10,38,48,4.28999996185303,100,0,523,1,1,2.71850168886727,100
3055,491,590,587,3,66,52,0,10,19,NA,30,23,26,15,6,2.46000003814697,87,13,198,2,3,2.29666519026153,70
194,507,514,527,-13,76,48,0,16,19,30,31,44,16,8,1,2.02999997138977,76,2,602,2,2,2.77959649125782,69
211,507,386,360,26,75,48,1,14,20,29,34,42,21,4,0,1.94000005722046,57,22,413,2,2,2.6159500516564,66
182,507,411,413,-2,81,45,0,22,19,28,12,57,22,8,1,2.29999995231628,64,29,494,3,2,2.69372694892365,88
167,507,774,757,17,69,51,0,7,19,26,19,30,24,20,8,2.67000007629395,95,0,255,2,2,2.40654018043396,81
